User,Activity,timestamp,timeIntervalSince1970,x,y,z
Luca,D,2020-05-05 15:19:25.478 +0000,1588691965,-0.592484,-0.803818,-0.087799
Luca,D,2020-05-05 15:19:25.488 +0000,1588691965,-0.595032,-0.801224,-0.090561
Luca,D,2020-05-05 15:19:25.498 +0000,1588691965,-0.600403,-0.799896,-0.091583
Luca,D,2020-05-05 15:19:25.508 +0000,1588691966,-0.606369,-0.801926,-0.090347
Luca,D,2020-05-05 15:19:25.518 +0000,1588691966,-0.606827,-0.803833,-0.087234
Luca,D,2020-05-05 15:19:25.528 +0000,1588691966,-0.606003,-0.802826,-0.086304
Luca,D,2020-05-05 15:19:25.538 +0000,1588691966,-0.606613,-0.802048,-0.08815
Luca,D,2020-05-05 15:19:25.548 +0000,1588691966,-0.605957,-0.805923,-0.091934
Luca,D,2020-05-05 15:19:25.558 +0000,1588691966,-0.604004,-0.808823,-0.095917
Luca,D,2020-05-05 15:19:25.568 +0000,1588691966,-0.605026,-0.808762,-0.098175
Luca,D,2020-05-05 15:19:25.578 +0000,1588691966,-0.60672,-0.806412,-0.099197
Luca,D,2020-05-05 15:19:25.588 +0000,1588691966,-0.608398,-0.803528,-0.099976
Luca,D,2020-05-05 15:19:25.598 +0000,1588691966,-0.610901,-0.800751,-0.099167
Luca,D,2020-05-05 15:19:25.608 +0000,1588691966,-0.611862,-0.799622,-0.099167
Luca,D,2020-05-05 15:19:25.618 +0000,1588691966,-0.611877,-0.800415,-0.098663
Luca,D,2020-05-05 15:19:25.628 +0000,1588691966,-0.610245,-0.801712,-0.094788
Luca,D,2020-05-05 15:19:25.638 +0000,1588691966,-0.609512,-0.801605,-0.09285
Luca,D,2020-05-05 15:19:25.648 +0000,1588691966,-0.608887,-0.801987,-0.092728
Luca,D,2020-05-05 15:19:25.658 +0000,1588691966,-0.606628,-0.803314,-0.093491
Luca,D,2020-05-05 15:19:25.668 +0000,1588691966,-0.6026,-0.804947,-0.093018
Luca,D,2020-05-05 15:19:25.678 +0000,1588691966,-0.598709,-0.806595,-0.093399
Luca,D,2020-05-05 15:19:25.688 +0000,1588691966,-0.596298,-0.806549,-0.091583
Luca,D,2020-05-05 15:19:25.698 +0000,1588691966,-0.594513,-0.803131,-0.091736
Luca,D,2020-05-05 15:19:25.708 +0000,1588691966,-0.593063,-0.80043,-0.092484
Luca,D,2020-05-05 15:19:25.718 +0000,1588691966,-0.59201,-0.800293,-0.091537
Luca,D,2020-05-05 15:19:25.728 +0000,1588691966,-0.590363,-0.800278,-0.091629
Luca,D,2020-05-05 15:19:25.738 +0000,1588691966,-0.5896,-0.800522,-0.093994
Luca,D,2020-05-05 15:19:25.748 +0000,1588691966,-0.589325,-0.802231,-0.097076
Luca,D,2020-05-05 15:19:25.758 +0000,1588691966,-0.594009,-0.806595,-0.098663
Luca,D,2020-05-05 15:19:25.768 +0000,1588691966,-0.598053,-0.812302,-0.098724
Luca,D,2020-05-05 15:19:25.778 +0000,1588691966,-0.597717,-0.813644,-0.099319
Luca,D,2020-05-05 15:19:25.788 +0000,1588691966,-0.594711,-0.810364,-0.096451
Luca,D,2020-05-05 15:19:25.798 +0000,1588691966,-0.593048,-0.804916,-0.095184
Luca,D,2020-05-05 15:19:25.808 +0000,1588691966,-0.591064,-0.802124,-0.0952
Luca,D,2020-05-05 15:19:25.818 +0000,1588691966,-0.589584,-0.802551,-0.099014
Luca,D,2020-05-05 15:19:25.828 +0000,1588691966,-0.588303,-0.80098,-0.10022
Luca,D,2020-05-05 15:19:25.838 +0000,1588691966,-0.58963,-0.799164,-0.100006
Luca,D,2020-05-05 15:19:25.848 +0000,1588691966,-0.593933,-0.800934,-0.100159
Luca,D,2020-05-05 15:19:25.858 +0000,1588691966,-0.596481,-0.805496,-0.098236
Luca,D,2020-05-05 15:19:25.868 +0000,1588691966,-0.598206,-0.807755,-0.09845
Luca,D,2020-05-05 15:19:25.878 +0000,1588691966,-0.597275,-0.805786,-0.10112
Luca,D,2020-05-05 15:19:25.888 +0000,1588691966,-0.5952,-0.804001,-0.100021
Luca,D,2020-05-05 15:19:25.898 +0000,1588691966,-0.593506,-0.803696,-0.096893
Luca,D,2020-05-05 15:19:25.908 +0000,1588691966,-0.590317,-0.804596,-0.095535
Luca,D,2020-05-05 15:19:25.918 +0000,1588691966,-0.58429,-0.805756,-0.093628
Luca,D,2020-05-05 15:19:25.928 +0000,1588691966,-0.58255,-0.803833,-0.09166
Luca,D,2020-05-05 15:19:25.938 +0000,1588691966,-0.585022,-0.800461,-0.088867
Luca,D,2020-05-05 15:19:25.948 +0000,1588691966,-0.589844,-0.797607,-0.087906
Luca,D,2020-05-05 15:19:25.958 +0000,1588691966,-0.593445,-0.796356,-0.088959
Luca,D,2020-05-05 15:19:25.968 +0000,1588691966,-0.5979,-0.796356,-0.089417
Luca,D,2020-05-05 15:19:25.978 +0000,1588691966,-0.599915,-0.795822,-0.092255
Luca,D,2020-05-05 15:19:25.988 +0000,1588691966,-0.598862,-0.793457,-0.093445
Luca,D,2020-05-05 15:19:25.998 +0000,1588691966,-0.597107,-0.791611,-0.095688
Luca,D,2020-05-05 15:19:26.008 +0000,1588691966,-0.597076,-0.790558,-0.100235
Luca,D,2020-05-05 15:19:26.018 +0000,1588691966,-0.597763,-0.791885,-0.102295
Luca,D,2020-05-05 15:19:26.028 +0000,1588691966,-0.595367,-0.791779,-0.101562
Luca,D,2020-05-05 15:19:26.038 +0000,1588691966,-0.592514,-0.788437,-0.101135
Luca,D,2020-05-05 15:19:26.048 +0000,1588691966,-0.58728,-0.783493,-0.101715
Luca,D,2020-05-05 15:19:26.058 +0000,1588691966,-0.584213,-0.780243,-0.102127
Luca,D,2020-05-05 15:19:26.068 +0000,1588691966,-0.58667,-0.780289,-0.098618
Luca,D,2020-05-05 15:19:26.078 +0000,1588691966,-0.590805,-0.786163,-0.094788
Luca,D,2020-05-05 15:19:26.088 +0000,1588691966,-0.591873,-0.791504,-0.092682
Luca,D,2020-05-05 15:19:26.098 +0000,1588691966,-0.591476,-0.798752,-0.093155
Luca,D,2020-05-05 15:19:26.108 +0000,1588691966,-0.586792,-0.80777,-0.095673
Luca,D,2020-05-05 15:19:26.118 +0000,1588691966,-0.583511,-0.813431,-0.095383
Luca,D,2020-05-05 15:19:26.127 +0000,1588691966,-0.582153,-0.813736,-0.092682
Luca,D,2020-05-05 15:19:26.138 +0000,1588691966,-0.583298,-0.814621,-0.092773
Luca,D,2020-05-05 15:19:26.147 +0000,1588691966,-0.586807,-0.816086,-0.093536
Luca,D,2020-05-05 15:19:26.157 +0000,1588691966,-0.590927,-0.81871,-0.093918
Luca,D,2020-05-05 15:19:26.167 +0000,1588691966,-0.59465,-0.821411,-0.095367
Luca,D,2020-05-05 15:19:26.177 +0000,1588691966,-0.595383,-0.823502,-0.097473
Luca,D,2020-05-05 15:19:26.187 +0000,1588691966,-0.59552,-0.823502,-0.09819
Luca,D,2020-05-05 15:19:26.197 +0000,1588691966,-0.597931,-0.823441,-0.099213
Luca,D,2020-05-05 15:19:26.207 +0000,1588691966,-0.598618,-0.822418,-0.098526
Luca,D,2020-05-05 15:19:26.217 +0000,1588691966,-0.596802,-0.815674,-0.097488
Luca,D,2020-05-05 15:19:26.227 +0000,1588691966,-0.593445,-0.809082,-0.098373
Luca,D,2020-05-05 15:19:26.237 +0000,1588691966,-0.59021,-0.806442,-0.097794
Luca,D,2020-05-05 15:19:26.247 +0000,1588691966,-0.589584,-0.808456,-0.096725
Luca,D,2020-05-05 15:19:26.257 +0000,1588691966,-0.588699,-0.806015,-0.097321
Luca,D,2020-05-05 15:19:26.267 +0000,1588691966,-0.58844,-0.801956,-0.100433
Luca,D,2020-05-05 15:19:26.277 +0000,1588691966,-0.591843,-0.799988,-0.105469
Luca,D,2020-05-05 15:19:26.287 +0000,1588691966,-0.595154,-0.800491,-0.108307
Luca,D,2020-05-05 15:19:26.297 +0000,1588691966,-0.596863,-0.799347,-0.107422
Luca,D,2020-05-05 15:19:26.307 +0000,1588691966,-0.596924,-0.794174,-0.105682
Luca,D,2020-05-05 15:19:26.317 +0000,1588691966,-0.597092,-0.788315,-0.104599
Luca,D,2020-05-05 15:19:26.327 +0000,1588691966,-0.60083,-0.786514,-0.09874
Luca,D,2020-05-05 15:19:26.337 +0000,1588691966,-0.603928,-0.785828,-0.098007
Luca,D,2020-05-05 15:19:26.347 +0000,1588691966,-0.603119,-0.787491,-0.10524
Luca,D,2020-05-05 15:19:26.357 +0000,1588691966,-0.603653,-0.796219,-0.107864
Luca,D,2020-05-05 15:19:26.367 +0000,1588691966,-0.609436,-0.808945,-0.108322
Luca,D,2020-05-05 15:19:26.377 +0000,1588691966,-0.612747,-0.817764,-0.110931
Luca,D,2020-05-05 15:19:26.387 +0000,1588691966,-0.613251,-0.816193,-0.109253
Luca,D,2020-05-05 15:19:26.397 +0000,1588691966,-0.613113,-0.810257,-0.10498
Luca,D,2020-05-05 15:19:26.407 +0000,1588691966,-0.612289,-0.80571,-0.101822
Luca,D,2020-05-05 15:19:26.417 +0000,1588691966,-0.608765,-0.800461,-0.102905
Luca,D,2020-05-05 15:19:26.427 +0000,1588691966,-0.607651,-0.795303,-0.103348
Luca,D,2020-05-05 15:19:26.437 +0000,1588691966,-0.609955,-0.792465,-0.103088
Luca,D,2020-05-05 15:19:26.447 +0000,1588691966,-0.611008,-0.789337,-0.102921
Luca,D,2020-05-05 15:19:26.457 +0000,1588691966,-0.608551,-0.783463,-0.108505
Luca,D,2020-05-05 15:19:26.467 +0000,1588691966,-0.611221,-0.78125,-0.113007
Luca,D,2020-05-05 15:19:26.477 +0000,1588691966,-0.619019,-0.785782,-0.116928
Luca,D,2020-05-05 15:19:26.487 +0000,1588691966,-0.628799,-0.791504,-0.117828
Luca,D,2020-05-05 15:19:26.497 +0000,1588691966,-0.633606,-0.797318,-0.117249
Luca,D,2020-05-05 15:19:26.507 +0000,1588691967,-0.632523,-0.801575,-0.116104
Luca,D,2020-05-05 15:19:26.517 +0000,1588691967,-0.624832,-0.798706,-0.112839
Luca,D,2020-05-05 15:19:26.527 +0000,1588691967,-0.61232,-0.790939,-0.111618
Luca,D,2020-05-05 15:19:26.537 +0000,1588691967,-0.601944,-0.783783,-0.112808
Luca,D,2020-05-05 15:19:26.547 +0000,1588691967,-0.594574,-0.780853,-0.113708
Luca,D,2020-05-05 15:19:26.557 +0000,1588691967,-0.594193,-0.780396,-0.11792
Luca,D,2020-05-05 15:19:26.567 +0000,1588691967,-0.597702,-0.780075,-0.118317
Luca,D,2020-05-05 15:19:26.577 +0000,1588691967,-0.606094,-0.778992,-0.112274
Luca,D,2020-05-05 15:19:26.587 +0000,1588691967,-0.617157,-0.778381,-0.107727
Luca,D,2020-05-05 15:19:26.597 +0000,1588691967,-0.625183,-0.778412,-0.108551
Luca,D,2020-05-05 15:19:26.607 +0000,1588691967,-0.62825,-0.779999,-0.105728
Luca,D,2020-05-05 15:19:26.617 +0000,1588691967,-0.625977,-0.78096,-0.101898
Luca,D,2020-05-05 15:19:26.627 +0000,1588691967,-0.620407,-0.779648,-0.102509
Luca,D,2020-05-05 15:19:26.637 +0000,1588691967,-0.613556,-0.777328,-0.10141
Luca,D,2020-05-05 15:19:26.647 +0000,1588691967,-0.607468,-0.77562,-0.096252
Luca,D,2020-05-05 15:19:26.657 +0000,1588691967,-0.606827,-0.774857,-0.088943
Luca,D,2020-05-05 15:19:26.667 +0000,1588691967,-0.612244,-0.774414,-0.084808
Luca,D,2020-05-05 15:19:26.677 +0000,1588691967,-0.619598,-0.774811,-0.083939
Luca,D,2020-05-05 15:19:26.687 +0000,1588691967,-0.629608,-0.774704,-0.086243
Luca,D,2020-05-05 15:19:26.697 +0000,1588691967,-0.637222,-0.773331,-0.089355
Luca,D,2020-05-05 15:19:26.707 +0000,1588691967,-0.639099,-0.774414,-0.088837
Luca,D,2020-05-05 15:19:26.717 +0000,1588691967,-0.634735,-0.775482,-0.083633
Luca,D,2020-05-05 15:19:26.727 +0000,1588691967,-0.626617,-0.775253,-0.077393
Luca,D,2020-05-05 15:19:26.737 +0000,1588691967,-0.618301,-0.775757,-0.073898
Luca,D,2020-05-05 15:19:26.747 +0000,1588691967,-0.612885,-0.777176,-0.069504
Luca,D,2020-05-05 15:19:26.757 +0000,1588691967,-0.614212,-0.778595,-0.061325
Luca,D,2020-05-05 15:19:26.767 +0000,1588691967,-0.618011,-0.779068,-0.053299
Luca,D,2020-05-05 15:19:26.777 +0000,1588691967,-0.624878,-0.778549,-0.051865
Luca,D,2020-05-05 15:19:26.787 +0000,1588691967,-0.630569,-0.778076,-0.057175
Luca,D,2020-05-05 15:19:26.797 +0000,1588691967,-0.630356,-0.776703,-0.070496
Luca,D,2020-05-05 15:19:26.807 +0000,1588691967,-0.624176,-0.768967,-0.087708
Luca,D,2020-05-05 15:19:26.817 +0000,1588691967,-0.614944,-0.757111,-0.102524
Luca,D,2020-05-05 15:19:26.827 +0000,1588691967,-0.610641,-0.742813,-0.118759
Luca,D,2020-05-05 15:19:26.837 +0000,1588691967,-0.613083,-0.729843,-0.133774
Luca,D,2020-05-05 15:19:26.847 +0000,1588691967,-0.619659,-0.722595,-0.144028
Luca,D,2020-05-05 15:19:26.857 +0000,1588691967,-0.634262,-0.723099,-0.149765
Luca,D,2020-05-05 15:19:26.867 +0000,1588691967,-0.654633,-0.729095,-0.155457
Luca,D,2020-05-05 15:19:26.877 +0000,1588691967,-0.676208,-0.737915,-0.15564
Luca,D,2020-05-05 15:19:26.887 +0000,1588691967,-0.696945,-0.742935,-0.154678
Luca,D,2020-05-05 15:19:26.897 +0000,1588691967,-0.713837,-0.738785,-0.151703
Luca,D,2020-05-05 15:19:26.907 +0000,1588691967,-0.719131,-0.724838,-0.148376
Luca,D,2020-05-05 15:19:26.917 +0000,1588691967,-0.708389,-0.708405,-0.152542
Luca,D,2020-05-05 15:19:26.927 +0000,1588691967,-0.68512,-0.691772,-0.164337
Luca,D,2020-05-05 15:19:26.937 +0000,1588691967,-0.665863,-0.683487,-0.178223
Luca,D,2020-05-05 15:19:26.947 +0000,1588691967,-0.659027,-0.685135,-0.188568
Luca,D,2020-05-05 15:19:26.957 +0000,1588691967,-0.663101,-0.690598,-0.190414
Luca,D,2020-05-05 15:19:26.967 +0000,1588691967,-0.674652,-0.694595,-0.184189
Luca,D,2020-05-05 15:19:26.977 +0000,1588691967,-0.692444,-0.697937,-0.164856
Luca,D,2020-05-05 15:19:26.987 +0000,1588691967,-0.716278,-0.699051,-0.135376
Luca,D,2020-05-05 15:19:26.997 +0000,1588691967,-0.740219,-0.700272,-0.104797
Luca,D,2020-05-05 15:19:27.007 +0000,1588691967,-0.758331,-0.702728,-0.073959
Luca,D,2020-05-05 15:19:27.017 +0000,1588691967,-0.767365,-0.701645,-0.051712
Luca,D,2020-05-05 15:19:27.027 +0000,1588691967,-0.768219,-0.696426,-0.034882
Luca,D,2020-05-05 15:19:27.037 +0000,1588691967,-0.758316,-0.690964,-0.023163
Luca,D,2020-05-05 15:19:27.047 +0000,1588691967,-0.727524,-0.685364,-0.026611
Luca,D,2020-05-05 15:19:27.057 +0000,1588691967,-0.707672,-0.690308,-0.01207
Luca,D,2020-05-05 15:19:27.067 +0000,1588691967,-0.701706,-0.690659,-0.002548
Luca,D,2020-05-05 15:19:27.077 +0000,1588691967,-0.702408,-0.687027,-0.003891
Luca,D,2020-05-05 15:19:27.087 +0000,1588691967,-0.710922,-0.682373,0.003967
Luca,D,2020-05-05 15:19:27.097 +0000,1588691967,-0.72049,-0.675735,0.020752
Luca,D,2020-05-05 15:19:27.107 +0000,1588691967,-0.729111,-0.675232,0.045853
Luca,D,2020-05-05 15:19:27.117 +0000,1588691967,-0.742752,-0.678589,0.07518
Luca,D,2020-05-05 15:19:27.127 +0000,1588691967,-0.755356,-0.683319,0.10672
Luca,D,2020-05-05 15:19:27.137 +0000,1588691967,-0.768692,-0.688416,0.138901
Luca,D,2020-05-05 15:19:27.147 +0000,1588691967,-0.776062,-0.689224,0.166107
Luca,D,2020-05-05 15:19:27.157 +0000,1588691967,-0.780502,-0.687271,0.185547
Luca,D,2020-05-05 15:19:27.167 +0000,1588691967,-0.785309,-0.680923,0.204224
Luca,D,2020-05-05 15:19:27.177 +0000,1588691967,-0.791763,-0.671066,0.2202
Luca,D,2020-05-05 15:19:27.187 +0000,1588691967,-0.797806,-0.65509,0.234116
Luca,D,2020-05-05 15:19:27.197 +0000,1588691967,-0.792419,-0.636398,0.248688
Luca,D,2020-05-05 15:19:27.207 +0000,1588691967,-0.782333,-0.618759,0.266785
Luca,D,2020-05-05 15:19:27.217 +0000,1588691967,-0.772232,-0.600723,0.287079
Luca,D,2020-05-05 15:19:27.227 +0000,1588691967,-0.763809,-0.584579,0.303436
Luca,D,2020-05-05 15:19:27.237 +0000,1588691967,-0.754044,-0.570068,0.312927
Luca,D,2020-05-05 15:19:27.247 +0000,1588691967,-0.747162,-0.559799,0.317947
Luca,D,2020-05-05 15:19:27.257 +0000,1588691967,-0.747757,-0.5569,0.316696
Luca,D,2020-05-05 15:19:27.267 +0000,1588691967,-0.750778,-0.564529,0.299408
Luca,D,2020-05-05 15:19:27.277 +0000,1588691967,-0.762512,-0.576828,0.275314
Luca,D,2020-05-05 15:19:27.287 +0000,1588691967,-0.78418,-0.584595,0.268616
Luca,D,2020-05-05 15:19:27.297 +0000,1588691967,-0.80574,-0.581039,0.277008
Luca,D,2020-05-05 15:19:27.307 +0000,1588691967,-0.813721,-0.565765,0.289841
Luca,D,2020-05-05 15:19:27.317 +0000,1588691967,-0.813293,-0.546036,0.296844
Luca,D,2020-05-05 15:19:27.327 +0000,1588691967,-0.80957,-0.533279,0.303589
Luca,D,2020-05-05 15:19:27.337 +0000,1588691967,-0.806503,-0.528107,0.304642
Luca,D,2020-05-05 15:19:27.347 +0000,1588691967,-0.807861,-0.526993,0.305618
Luca,D,2020-05-05 15:19:27.357 +0000,1588691967,-0.804886,-0.523682,0.309891
Luca,D,2020-05-05 15:19:27.367 +0000,1588691967,-0.800217,-0.520325,0.313019
Luca,D,2020-05-05 15:19:27.377 +0000,1588691967,-0.795364,-0.520935,0.319321
Luca,D,2020-05-05 15:19:27.387 +0000,1588691967,-0.79895,-0.522797,0.325134
Luca,D,2020-05-05 15:19:27.397 +0000,1588691967,-0.811157,-0.51442,0.319534
Luca,D,2020-05-05 15:19:27.407 +0000,1588691967,-0.82547,-0.499313,0.316864
Luca,D,2020-05-05 15:19:27.417 +0000,1588691967,-0.838211,-0.485931,0.318237
Luca,D,2020-05-05 15:19:27.427 +0000,1588691967,-0.84613,-0.471664,0.320358
Luca,D,2020-05-05 15:19:27.437 +0000,1588691967,-0.846527,-0.460617,0.325928
Luca,D,2020-05-05 15:19:27.447 +0000,1588691967,-0.844467,-0.449951,0.324402
Luca,D,2020-05-05 15:19:27.457 +0000,1588691967,-0.833038,-0.442673,0.323105
Luca,D,2020-05-05 15:19:27.467 +0000,1588691967,-0.814484,-0.440018,0.322708
Luca,D,2020-05-05 15:19:27.477 +0000,1588691967,-0.796448,-0.444809,0.329681
Luca,D,2020-05-05 15:19:27.487 +0000,1588691967,-0.786545,-0.45665,0.341293
Luca,D,2020-05-05 15:19:27.497 +0000,1588691967,-0.78009,-0.463608,0.349442
Luca,D,2020-05-05 15:19:27.507 +0000,1588691968,-0.769547,-0.458832,0.36882
Luca,D,2020-05-05 15:19:27.517 +0000,1588691968,-0.762009,-0.443909,0.392914
Luca,D,2020-05-05 15:19:27.527 +0000,1588691968,-0.757202,-0.426285,0.41423
Luca,D,2020-05-05 15:19:27.537 +0000,1588691968,-0.750748,-0.415527,0.428207
Luca,D,2020-05-05 15:19:27.547 +0000,1588691968,-0.748108,-0.413315,0.447403
Luca,D,2020-05-05 15:19:27.557 +0000,1588691968,-0.745682,-0.393661,0.459244
Luca,D,2020-05-05 15:19:27.567 +0000,1588691968,-0.771042,-0.431854,0.495819
Luca,D,2020-05-05 15:19:27.577 +0000,1588691968,-0.830368,-0.49054,0.451233
Luca,D,2020-05-05 15:19:27.587 +0000,1588691968,-0.86261,-0.526855,0.408737
Luca,D,2020-05-05 15:19:27.597 +0000,1588691968,-0.867477,-0.539673,0.436859
Luca,D,2020-05-05 15:19:27.607 +0000,1588691968,-0.888077,-0.503677,0.464783
Luca,D,2020-05-05 15:19:27.617 +0000,1588691968,-0.901855,-0.461716,0.486847
Luca,D,2020-05-05 15:19:27.627 +0000,1588691968,-0.894608,-0.45018,0.487259
Luca,D,2020-05-05 15:19:27.637 +0000,1588691968,-0.871475,-0.460449,0.472244
Luca,D,2020-05-05 15:19:27.647 +0000,1588691968,-0.841095,-0.466675,0.459717
Luca,D,2020-05-05 15:19:27.656 +0000,1588691968,-0.811737,-0.463608,0.456635
Luca,D,2020-05-05 15:19:27.667 +0000,1588691968,-0.778732,-0.452866,0.460999
Luca,D,2020-05-05 15:19:27.676 +0000,1588691968,-0.746582,-0.441849,0.462524
Luca,D,2020-05-05 15:19:27.686 +0000,1588691968,-0.721939,-0.43364,0.4608
Luca,D,2020-05-05 15:19:27.696 +0000,1588691968,-0.704895,-0.426468,0.448303
Luca,D,2020-05-05 15:19:27.706 +0000,1588691968,-0.696976,-0.427658,0.434647
Luca,D,2020-05-05 15:19:27.716 +0000,1588691968,-0.69841,-0.435043,0.431961
Luca,D,2020-05-05 15:19:27.726 +0000,1588691968,-0.714767,-0.445404,0.445251
Luca,D,2020-05-05 15:19:27.736 +0000,1588691968,-0.735046,-0.452026,0.462677
Luca,D,2020-05-05 15:19:27.746 +0000,1588691968,-0.754105,-0.444016,0.472214
Luca,D,2020-05-05 15:19:27.756 +0000,1588691968,-0.783661,-0.436768,0.477005
Luca,D,2020-05-05 15:19:27.766 +0000,1588691968,-0.811279,-0.440735,0.481125
Luca,D,2020-05-05 15:19:27.776 +0000,1588691968,-0.82515,-0.445633,0.481033
Luca,D,2020-05-05 15:19:27.786 +0000,1588691968,-0.827484,-0.446793,0.475418
Luca,D,2020-05-05 15:19:27.796 +0000,1588691968,-0.819443,-0.442734,0.462524
Luca,D,2020-05-05 15:19:27.806 +0000,1588691968,-0.806747,-0.43544,0.443848
Luca,D,2020-05-05 15:19:27.816 +0000,1588691968,-0.796616,-0.430283,0.421631
Luca,D,2020-05-05 15:19:27.826 +0000,1588691968,-0.786606,-0.42363,0.405914
Luca,D,2020-05-05 15:19:27.836 +0000,1588691968,-0.779114,-0.416397,0.402512
Luca,D,2020-05-05 15:19:27.846 +0000,1588691968,-0.773926,-0.408142,0.398697
Luca,D,2020-05-05 15:19:27.856 +0000,1588691968,-0.772034,-0.40387,0.394318
Luca,D,2020-05-05 15:19:27.866 +0000,1588691968,-0.776199,-0.403778,0.395416
Luca,D,2020-05-05 15:19:27.876 +0000,1588691968,-0.786514,-0.407791,0.405716
Luca,D,2020-05-05 15:19:27.886 +0000,1588691968,-0.799759,-0.415909,0.417038
Luca,D,2020-05-05 15:19:27.896 +0000,1588691968,-0.814209,-0.42308,0.425995
Luca,D,2020-05-05 15:19:27.906 +0000,1588691968,-0.82254,-0.427124,0.432312
Luca,D,2020-05-05 15:19:27.916 +0000,1588691968,-0.822617,-0.433182,0.437469
Luca,D,2020-05-05 15:19:27.926 +0000,1588691968,-0.815994,-0.439026,0.446732
Luca,D,2020-05-05 15:19:27.936 +0000,1588691968,-0.810501,-0.441864,0.451431
Luca,D,2020-05-05 15:19:27.946 +0000,1588691968,-0.800446,-0.441971,0.448898
Luca,D,2020-05-05 15:19:27.956 +0000,1588691968,-0.790787,-0.441727,0.452454
Luca,D,2020-05-05 15:19:27.966 +0000,1588691968,-0.796997,-0.441788,0.463745
Luca,D,2020-05-05 15:19:27.976 +0000,1588691968,-0.815796,-0.446457,0.468201
Luca,D,2020-05-05 15:19:27.986 +0000,1588691968,-0.832214,-0.453476,0.467941
Luca,D,2020-05-05 15:19:27.996 +0000,1588691968,-0.84819,-0.457962,0.474503
Luca,D,2020-05-05 15:19:28.006 +0000,1588691968,-0.868912,-0.460831,0.484711
Luca,D,2020-05-05 15:19:28.016 +0000,1588691968,-0.886322,-0.459869,0.485764
Luca,D,2020-05-05 15:19:28.026 +0000,1588691968,-0.894287,-0.450485,0.476334
Luca,D,2020-05-05 15:19:28.036 +0000,1588691968,-0.897552,-0.427032,0.46051
Luca,D,2020-05-05 15:19:28.046 +0000,1588691968,-0.9039,-0.402603,0.446228
Luca,D,2020-05-05 15:19:28.056 +0000,1588691968,-0.909882,-0.387802,0.432114
Luca,D,2020-05-05 15:19:28.066 +0000,1588691968,-0.916016,-0.387573,0.412445
Luca,D,2020-05-05 15:19:28.076 +0000,1588691968,-0.919189,-0.395325,0.386765
Luca,D,2020-05-05 15:19:28.086 +0000,1588691968,-0.919708,-0.409531,0.362045
Luca,D,2020-05-05 15:19:28.096 +0000,1588691968,-0.92215,-0.427841,0.344543
Luca,D,2020-05-05 15:19:28.106 +0000,1588691968,-0.927826,-0.444748,0.341675
Luca,D,2020-05-05 15:19:28.116 +0000,1588691968,-0.928543,-0.458206,0.347336
Luca,D,2020-05-05 15:19:28.126 +0000,1588691968,-0.920166,-0.465591,0.352859
Luca,D,2020-05-05 15:19:28.136 +0000,1588691968,-0.906448,-0.465652,0.347198
Luca,D,2020-05-05 15:19:28.146 +0000,1588691968,-0.890015,-0.462494,0.336136
Luca,D,2020-05-05 15:19:28.156 +0000,1588691968,-0.872421,-0.458298,0.329514
Luca,D,2020-05-05 15:19:28.166 +0000,1588691968,-0.854584,-0.45697,0.31781
Luca,D,2020-05-05 15:19:28.176 +0000,1588691968,-0.836472,-0.4608,0.302963
Luca,D,2020-05-05 15:19:28.186 +0000,1588691968,-0.81987,-0.469543,0.294067
Luca,D,2020-05-05 15:19:28.196 +0000,1588691968,-0.807648,-0.477356,0.289032
Luca,D,2020-05-05 15:19:28.206 +0000,1588691968,-0.797348,-0.486389,0.28656
Luca,D,2020-05-05 15:19:28.216 +0000,1588691968,-0.791733,-0.496292,0.280258
Luca,D,2020-05-05 15:19:28.226 +0000,1588691968,-0.789902,-0.506363,0.269592
Luca,D,2020-05-05 15:19:28.236 +0000,1588691968,-0.787247,-0.513123,0.261856
Luca,D,2020-05-05 15:19:28.246 +0000,1588691968,-0.787918,-0.514969,0.257431
Luca,D,2020-05-05 15:19:28.256 +0000,1588691968,-0.789673,-0.513229,0.251755
Luca,D,2020-05-05 15:19:28.266 +0000,1588691968,-0.788803,-0.509705,0.251541
Luca,D,2020-05-05 15:19:28.276 +0000,1588691968,-0.791718,-0.509186,0.252274
Luca,D,2020-05-05 15:19:28.286 +0000,1588691968,-0.794891,-0.510925,0.251663
Luca,D,2020-05-05 15:19:28.296 +0000,1588691968,-0.801697,-0.514633,0.245804
Luca,D,2020-05-05 15:19:28.306 +0000,1588691968,-0.812286,-0.519287,0.238022
Luca,D,2020-05-05 15:19:28.316 +0000,1588691968,-0.82222,-0.518539,0.229706
Luca,D,2020-05-05 15:19:28.326 +0000,1588691968,-0.829666,-0.517334,0.227707
Luca,D,2020-05-05 15:19:28.336 +0000,1588691968,-0.83342,-0.519745,0.225494
Luca,D,2020-05-05 15:19:28.346 +0000,1588691968,-0.833298,-0.529678,0.220551
Luca,D,2020-05-05 15:19:28.356 +0000,1588691968,-0.829132,-0.547668,0.216888
Luca,D,2020-05-05 15:19:28.366 +0000,1588691968,-0.820724,-0.570496,0.21817
Luca,D,2020-05-05 15:19:28.376 +0000,1588691968,-0.807877,-0.593307,0.223465
Luca,D,2020-05-05 15:19:28.386 +0000,1588691968,-0.795731,-0.612152,0.226242
Luca,D,2020-05-05 15:19:28.396 +0000,1588691968,-0.78334,-0.620789,0.222076
